https://schema.org/name,https://schema.org/address,http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://www.w3.org/2003/01/geo/wgs84_pos#long,https://schema.org/category,https://schema.org/Season,https://schema.org/description,https://schema.org/url,https://code4fukui.github.io/rdf/#echizen_city_area
料亭　うおとめ,越前市吾妻町1-45,35.901205,136.170688,グルメ,,魚商を営んでいた初代・留吉が料理屋として明治20年に開業。越前の旬の食材を彩りも豊かに一品一品手をかけた料理を提供している。大小の和洋室を完備し、ゆったりと足を伸ばせる掘り込み式の部屋も利用できる。　駐車場：有（10台）　アクセス：JR武生駅から徒歩約4分　営業時間：11:00～22:00　定休日：不定休　電話番号：0778-22-0151　ホームページ：http://www.uotome.com,,東
料亭旅館　寿屋,越前市粟田部町29-41,35.917244,136.240707,温泉・宿泊施設,,明治元年創業の料亭旅館。苔の緑が美しい日本庭園には、茶室と茶席がある「対碧亭」が歴史ある佇まいを見せ、また、離れ客室「夢幻亭」と「蔵座敷」は雅な雰囲気があり、本館の客室と共に、どの部屋も街の喧騒とは無縁の落ち着いた空間を演出。越前の海の幸、山の幸を使った料理は豊かな味わいがある。　駐車場：有（30台）　アクセス：JR武生駅から車で23分、武生ICより車で15分　営業時間：チェックイン16:00、チェックアウト10:00　定休日：不定休　電話番号：0778-42-0022　ホームページ：http://www.echizen-suya.com,,粟田部
料亭　萬谷,越前市京町3-1-3,35.90399,136.163727,グルメ,,路地風の通路を歩いていくと奥にはゆったりとした雰囲気の和室があり、地元の旬を取り入れた懐石を楽しむことができる。また、器などにもこだわり、地元の伝統工芸品である越前焼や越前和紙、越前漆器を取り入れている。お昼は、和洋を取り入れた月替わりのランチもおすすめ。　駐車場：有（13台）　アクセス：JR武生駅から徒歩約8分　営業時間：11:30～14:00、17:00～21:30　定休日：不定休　電話番号：0778-21-0080　ホームページ：http://www.mantani.jp,,西
料亭　神崎屋,越前市京町1-4-34,35.903423,136.165353,グルメ,,総社大神宮のすぐ隣に店を構えている。建物は京の町家と同じく、間口は狭いが奥行きのある造りで、廊下を歩いていくと落ち着きのある和室が7部屋。苔むした美しい日本庭園を眺めながら、旬の味わいをゆっくりと楽しむことが出来る。　駐車場：有（5台）　アクセス：JR武生駅から徒歩約6分　営業時間：17:00～23:00　定休日：日曜日　電話番号：0778-22-3344,,西
日本料理　しくら,越前市蓬莱町5-10,35.902041,136.165988,グルメ,,白壁の蔵が立ち並ぶ「蔵の辻」の一角にある料亭。現存する蔵を改修した店内は、風格ある扉を入って数寄屋造りの部屋へ。雅な落ち着いた雰囲気の中で、旬の味覚に舌鼓を打つことができる。お昼のミニ懐石、夜の懐石料理などコース料理のみ提供。　駐車場：有（3台）　アクセス：JR武生駅から徒歩約8分　営業時間：11:30～14:30、17:30～22:00　定休日：不定休　電話番号：0778-21-1341,,東
みどり屋,越前市御幸町1-23,35.897588,136.162909,グルメ,,創業90年近くの老舗料亭。地元の浜から直接仕入れた新鮮な海産物をぜいたくに味わうことができる。料理は個室でいただくことができ、宴会は最大70名まで可。　駐車場：有（20台）　アクセス：JR武生駅から車で5分　営業時間：鮮魚店9:00～19:00、料亭11:00～22:00　定休日：水曜日　電話番号：0778-22-2233,,南
寿司天狗,越前市日野美町1-3-23,35.899065,136.155131,グルメ,,昭和20年代に創業した県内外から愛される老舗寿司店。豪華なランチや夜のセットメニューが人気。　駐車場：有（6台）　アクセス：JR武生駅から車で7分　営業時間：11:30～14:00、17:00～1:00　定休日：火曜日　電話番号：0778-22-3182,,西
朝倉製菓,越前市住吉町9-10,35.897957,136.169269,和洋菓子他,,明治19年創業。大豆などを主原料とし、昔ながらの素朴な風味が喜ばれている。売れ筋の「青ねじ」の他けんけら（黒ゴマも有）など心をこめて作り続けている。　駐車場：無　アクセス：JR武生駅から徒歩約8分　営業時間：8:30～17:00　定休日：日曜日　電話番号：0778-22-0081　ホームページ：https://asakuraseika.com,,東
新珠製菓　直営店,越前市小松2-4-1,35.90432,136.156096,和洋菓子他,,北海道産小豆と大野の米を使用したおはぎが人気で、10種類の味が楽しめる。福井県銘菓・羽二重餅は福井県のもち米だけを使用し、添加物を一切加えずに作っており、高い品質を誇る。　駐車場：無　アクセス：JR武生駅から車で5分　営業時間：10:00～18:00　定休日：日曜日　電話番号：0778-22-5418　ホームページ：http://www.aratama.jp,,西
御菓子司野木,越前市元町2-37,35.901424,136.164924,和洋菓子他,,伝統を守る茶席菓子のほか、可愛らしい創作菓子もあり、贈答品としてだけでなく自宅用としてもおすすめの和菓子が揃っている。　駐車場：有（15台）　アクセス：JR武生駅から徒歩約9分　営業時間：9:00～19:00　定休日：月曜日　電話番号：0778-22-0837,,西
亀屋友進,越前市神明町4-15,35.897878,136.16841,和洋菓子他,,冷凍は使わず、茶席菓子をメインに販売している。　駐車場：有（1台）　アクセス：JR武生駅から徒歩約9分　営業時間：8:00～19:00　定休日：月曜日　電話番号：0778-22-2742,,南
菓匠　木津屋,越前市国府1-10-19,35.906213,136.166576,和洋菓子他,,明治神宮にカステラ、栗羊羹、ブランデーケーキを献上した実績がある老舗菓子店。冬は水ようかんが好評で地方発送も承っている。最高品質の原材料を用いて作る自家製餡に自信あり。　駐車場：有（1台）　アクセス：福井鉄道越前武生駅から徒歩約4分　営業時間：8:00～18:30　定休日：不定休　電話番号：0778-22-1313,,東
御菓子処　栄雲堂,越前市京町1-1-2,35.903086,136.165264,和洋菓子他,,夏季限定のかき氷は大正時代から変わらぬ方法でカンナで氷を削る荒削りが特徴。ほかにも季節ごとの商品が魅力で、夏はまるごとグレープフルーツゼリーや夏羊羹、冬はでっちようかんなどが人気。　駐車場：無　アクセス：JR武生駅から徒歩約6分　営業時間：9:00～18:30　定休日：月曜日　電話番号：0778-22-0326　ホームページ：http://eiundo3826.wixsite.com/fukui-eiundo,,西
高村菓舗,越前市平和町12-13,35.897846,136.161973,和洋菓子他,,昭和10年からでっち羊羹を製造している。水饅頭・和菓子・マドレーヌなどもある。　駐車場：有　アクセス：JR武生駅から徒歩約16分　営業時間：8:00～19:00　定休日：無休　電話番号：0778-22-5906,,西
東月堂,越前市元町1-13,35.901075,136.165731,和洋菓子他,,武生で最初にカステラを作った老舗で、今でもカステラが焼かれている。皇室献上した実績を持つ羊羹が有名。店舗は昭和4年に建築された建物で趣がある。　駐車場：有(2台）　アクセス：JR武生駅から徒歩約8分　営業時間：9:00～18:00　定休日：不定休　電話番号：0778-22-0668,,西
まことや,越前市吾妻町3-32,35.901357,136.169851,和洋菓子他,,昭和36年創業。カステラ（長崎ロール）・水まんじゅう・水ようかんの他、茶席菓子・慶弔菓子なども販売している。　駐車場：有（裏に駐車可）　アクセス：JR武生駅から徒歩約3分　営業時間：8:00～20:00　定休日：不定休　電話番号：0778-22-3454,,東
水屋,越前市府中1-7-1,35.902278,136.170041,和洋菓子他,,冬季（12～2月）は水ようかんを販売している。コンビニエンス仕様（日用品・食品）でたばこ、宝くじの販売がメイン。　駐車場：無　アクセス：JR武生駅から徒歩約2分　営業時間：7:00～20:00　定休日：日曜日の午前中　電話番号：0778-22-2013,,東
室田菓舗,越前市南3-5-3,35.892733,136.166098,和洋菓子他,,冬期は水ようかんを製造・販売しており、普段は近所の子ども向け駄菓子を主に販売している。　駐車場：有（2台）　アクセス：JR武生駅から車で4分　営業時間：7:00～20:00　定休日：無休（正月は除く）　電話番号：0778-22-1286,,南
森田屋菓舗,越前市神明町2-7,35.89923,136.167324,和洋菓子他,,明治30年創業。名物の豆菓子「満照豆」は味と風味豊かな大豆にこだわり、自家焙煎による独自の製法で作られた豆に最高級の黒砂糖（国内、波照間産）と数種類の砂糖をブレンド、板状にしたお菓子。　駐車場：有（5台）　アクセス：JR武生駅から徒歩約8分　営業時間：9:00～18:00　定休日：日曜日　電話番号：0778-22-0774,,南
八百谷製菓,越前市若松町3-8,35.90144,136.160997,和洋菓子他,,1枚1枚手焼きした生姜せんべいと梅鉢せんべいが定番。　駐車場：無　アクセス：武生駅から徒歩約13分　営業時間：8:00～19:00　定休日：不定休　電話番号：0778-22-3749,,南
淀屋菓匠,越前市桂町5-14,35.905494,136.165245,和洋菓子他,,和菓子一筋に取り組んでいる老舗。丹波栗を使ったほっこりとした美味しさを味わえる銘菓「栗金」が一番人気。他に栗どら・生どら・志き婦もちなどがある。婚礼の引出物としても利用されている。　駐車場：有（1台）　アクセス：福井鉄道北府駅から徒歩約6分　営業時間：9:00～19:00　定休日：不定休　電話番号：0778-22-1989,,東
新珠製菓　国高店,越前市村国3丁目66-16,35.912291,136.157328,和洋菓子他,,北海道産小豆と大野の米を使用したおはぎが人気で、10種類の味が楽しめる。福井県銘菓・羽二重餅は福井県のもち米だけを使用し、添加物を一切加えずに作っており、高い品質を誇る。　駐車場：有（4台）　アクセス：JR武生駅から車で5分　営業時間：10:00～19:00　定休日：年始　電話番号：0778-25-0258　ホームページ：http://www.aratama.jp,,国高
菓司本陣　月尾,越前市蓬莱町6-22,35.902035,136.166817,和洋菓子他,,銘菓「梅月せんべい」で知られるお店。炒った大豆の甘みと香ばしさに加え、生地に使っている粗糖のやさしい甘みと表面に塗られた白双糖のキレのある甘みとのハーモニーが楽しめ、コーヒーや日本酒との相性も抜群。　駐車場：無（まちなか駐車場をご利用ください）　アクセス：JR武生駅から徒歩約6分　営業時間：9:00～20:00　定休日：不定休　電話番号：0778-23-8888,,東
シュトラウス金進堂,越前市姫川2丁目3-39,35.89657,136.171476,和洋菓子他,,県内では珍しい本格的なウィーン菓子の専門店。しっとりと重厚感のあるバームクーヘンがおすすめ。店内のカフェで自慢のケーキを味わうこともできる。　駐車場：有（20台）　アクセス：JR武生駅から徒歩約10分　営業時間：10:00～19:00（カフェ～18:00）　定休日：水曜日、第3日曜日　電話番号：0778-22-1471　ホームページ：https://www.strauss-kinshindo.com,,南
洋菓子ＪＵＮ,越前市蓬莱町2-8,35.902871,136.166841,和洋菓子他,,市内の洋菓子の老舗。季節ごとの旬のフルーツを使ったケーキが人気で素材を生かした深みのある味。店内の飲食スペースでは名物・フルーツパフェや季節限定のデザート（かき氷等）が味わえる。　駐車場：無（まちなか駐車場をご利用ください）　アクセス：JR武生駅から徒歩約4分　営業時間：10:00～19:00　定休日：水曜日　電話番号：0778-22-3905,,東
Mami Café たちばな屋,越前市稲寄町7-22-1,35.920211,136.179715,和洋菓子他,,1975年の創業当時から変わらない昔ながらの直火焙煎の店。毎日焙煎する豆はストレート約10種類、ブレンド約14種類を揃えている。コーヒーミルや抽出器具、可愛い絵柄のオリジナル缶などのグッズも豊富で、日々のコーヒーライフをより楽しくしてくれる。　駐車場：有（10台）　アクセス：JR武生駅から車で8分　営業時間：10:00～19:30　定休日：日曜日、祝日　電話番号：0778-23-9660　ホームページ：http://oideya.com,,国高
ホテル赤星亭,越前市小松2丁目3-22,35.905859,136.157301,温泉・宿泊施設,,観光に、ビジネスに、グルメに、レジャーに、お客様の様々なニーズにお応えする。和風から洋風までおしゃれなシティ感覚のあるインテリアで個性的なテーマのある空間創りを心掛けている。越前ならではの旬の食材も堪能できる。　駐車場：有（:50台）　アクセス：JR武生駅から車で7分　営業時間：チェックイン15:00、チェックアウト10:00　定休日：年始　電話番号：0778-22-3230　ホームページ：http://akaboshitei.com/,,西
ホテルクラウンヒルズ武生,越前市府中1丁目2-3,35.902732,136.170414,温泉・宿泊施設,,JR武生駅すぐ前の抜群の立地。ビジネス・観光の拠点に最適。　駐車場：有（6台、他契約駐車場有）　アクセス：JR武生駅すぐ前（徒歩0分）　営業時間：チェックイン 15:00、チェックアウト11:00　定休日：無休　電話番号：0778-23-8100　ホームページ：http://breezbay-group.com/hch-takefu/,,東
プリンスホテルタケフ,越前市横市町39-8-3,35.904716,136.191614,温泉・宿泊施設,,武生ICから車で1分の好立地。ビジネスユーザーに評判が高く、シングルの部屋でもゆったりとした広さを誇り、仕事の疲れを癒すことができる。漫画喫茶とカラオケ居酒屋が隣接しており、漫画喫茶は宿泊客は無料で利用することができる。　駐車場：有（120台）　アクセス：武生ICから車で1分　営業時間：チェックイン15:00、チェックアウト10:00　定休日：無休　電話番号：0778-23-1001　ホームページ：http://www.hotel-pht.co.jp/,,国高
しきぶ温泉　湯楽里,越前市白崎町68-8,35.863418,136.144574,温泉・宿泊施設,,深々とした緑に囲まれた隠れ家のような温泉宿。通称「美人の湯」と呼ばれ、滑らかなお湯が自慢。36℃～45℃の温度の違う5つの浴槽の他、薬湯、露天風呂、ジャグジーなど11種類の多彩な浴槽で温泉を楽しめる。食事も好評で、忘新年会や歓送迎会、各種団体の親睦会なども受け付けている。　駐車場：有（200台）　アクセス：武生ICから車で15分、JR武生駅から車で15分、JR武生駅から無料直行バス運行　営業時間：（入浴）6:00～23:00（受付終了22:00)　定休日：第2水曜日　電話番号：0778-25-7800　ホームページ：http://yurari-yu.jp,,王子保
明光寺,越前市西庄境町10-18,35.935295,136.248,神社・仏閣,,浄土真宗本願寺派。境内には県指定天然記念物の大イチョウの木がある。明治45年の大火で寺は消失したが、この巨樹は難を逃れ現在も樹勢は盛ん。　駐車場：有（20台）　アクセス：JR武生駅から福鉄バス水間線「西庄境」で下車すぐ　電話番号：0778-42-0387,,南中山
水間神社,越前市室谷町11-1,35.929015,136.267226,神社・仏閣,,境内には県指定天然記念物ケヤキ、幹の太さ11.2m 目通り6.9mがあり、ケヤキの神社と呼ばれている。創立年代等は不詳であるが、住吉より「水間谷10ヶ村」の惣社であった。「今立郡神社誌」によれば、明治8年6月、日吉神社として村社に列し、明治40年春日神社と隣村の白山神社を合祀して水間神社と改称した。　駐車場：有（10台）　アクセス：武生ICから車で20分,,服間
bistro Un,越前市越前市本町1-22,35.900075,136.165857,グルメ,,「福井でしか食べられないもので、福井では食べられないものを」をコンセプトに、東京からIターンした高田氏による越前キュイジーヌがいただけるビストロが誕生。美浜熟成魚をはじめ、様々な県産食材をふんだんに取り入れた料理を味わうことができる。アクセス：JR武生駅から徒歩10分、車で3分　営業時間：11：00～15：00、17：30～22:30　定休日：月曜日　電話番号：050-3628-7799,,西
三崎タンス店,越前市元町5-10,35.900449,136.164958,産業・伝統工芸,,幕末の慶応年代頃から続く老舗の家具店。伝統的な越前箪笥の製作のほかに、思い出や愛着のある古くなった箪笥の修理再生もしている。旧館は明治に建てられた建物で、材料の桐を2階へ上げる際にキズが付かないよう下屋には瓦の代わりに厚い杉板が2枚葺いてあることが特徴。　駐車場：無（まちなか駐車場をご利用下さい）　アクセス：JR武生駅から徒歩10分　営業時間：9:00～20:00　定休日：木曜日　電話番号：0778-22-0568　ホームページ：http://www.kagu8.net,,西
越前酒乃店はやし,越前市平和町12-13,35.897972,136.161916,観光物産施設,,全国各地の地酒、本格焼酎、甲州ワインを中心に100種類以上揃えるセレクトショップ。黒木本店、小布施ワイナリー、勝沼醸造など希少なお酒も取り扱っている。オーナーはじめ、スタッフが各地の蔵元や農家へ足を運んでの仕入れで、酒の作り手の想いと魅力を教えてくれる。店舗は河濯通りに面した昔ながらの商家の建物で、軒先には「杉玉」が吊るされ酒屋ならではの雰囲気を感じることができる。　駐車場：有（2台）　アクセス：JR武生駅から車で5分　営業時間：10:00～18:00　定休日：日曜日、祝日　電話番号：0778-22-1281　ホームページ：http://www.sakenomise.com/,,西
御誕生寺,越前市庄田町32,35.887182,136.208173,神社・仏閣,,「猫寺」としても知られている曹洞宗の寺院。里親との縁を数々結んだことから、「縁結びの寺」としても多くのカップルが訪れている。座禅会やヨガ教室など参加型のイベントも各種開催している。　駐車場：有（50台）　アクセス：武生ICから車で8分　営業時間：7:00と15:30は餌の時間　定休日：無休　電話番号：0778-27-8821　ホームページ：https://www.facebook.com/gotanjouji/,,北日野
武生中央公園,越前市高瀬2,35.900522,136.157686,公園・広場,,越前市出身の絵本作家かこさとし氏が監修した、だるまちゃん広場・パピプペポー広場・コウノトリ広場・多目的広場からなる市民公園。アスレチックやすべり台などの大型複合遊具や、雲のようなトランポリンなど、子供に人気の遊具が豊富にある。毎年10月上旬～11月上旬にはたけふ菊人形の会場となり、イベント開催期間中は大観覧車やバイキングなどの遊具が稼働する。木育施設「かみなりちゃんのおうち」と飲食施設「はぐもぐ」が隣接する。　駐車場：有　アクセス：JR武生駅から徒歩20分、車で5分　電話番号：0778-22-3012（越前市都市計画課）,,西
かこさとしふるさと絵本館「砳（らく）」,越前市高瀬1-14-7,35.895883,136.156965,博物館・美術館・資料館,,子供たちが絵本を通じて読書週間を身に着け、想像力や探究心を育むことを目的とした施設。越前市出身の絵本作家かこさとし氏の作品はもちろん、国内外の人気作家の絵本、紙芝居を5000冊近く揃える。　駐車場：有　アクセス：JR武生駅から車で10分　営業時間：10:00～18:00　定休日：火曜日、国民の祝日の翌日、年末年始　電話番号：0778-21-2019　ホームページ：http://www.city.echizen.lg.jp/office/090/050/kakosatosi/,,西
みどりと自然の村　太陽広場,越前市安養寺町5-3,35.920406,136.080903,レジャー施設,,芝生広場やランニングコース、テニスコート、キャンプ場、バーベキュー場等を備えた野外活動施設。　駐車場：有　アクセス：JR武生駅から車で24分　営業時間：9:00～18:00（11月～3月は17:00まで）　定休日：月曜日、国民の祝日の翌日、年末年始　電話番号：0778-28-1119　ホームページ：http://www.city.echizen.lg.jp/office/090/040/sisetu/midoritosizennomura.html,,白山
金華山グリーンランド,越前市米口町58-25,35.8662,136.057315,レジャー施設,,コテージ4棟、バンガロー10棟、キャンプ場、林間広場を備えるアウトドア施設。コテージはログハウス調2階建てになっており、キッチン、バス、トイレ、寝具、冷暖房を完備している。　駐車場：有　アクセス：JR武生駅から車で25分、武生ICから車で30分　定休日：水曜日、11月16日～3月31日　電話番号：0778-28-1149　ホームページ：http://www.city.echizen.lg.jp/office/060/030/kinkasangreenland.html,,白山
武生カントリークラブ,越前市勝蓮花町62-1-1,35.882812,136.082873,レジャー施設,,"ゴルフ場。全18ホール、パー72、全長6,820ヤードの丘陵タイプのコース。全体的にアメリカンスタイルになっており、クラブハウスのレストランからはINコースを眺めることができ、素晴らしい開放感の中で食事をすることができる。大浴場、ロッカールーム、コンペルームも完備。　アクセス：JR武生駅から車で20分、武生ICから車で20分　電話番号：0778-29-2201　ホームページ：http://banryugolf.com/echizentakefu/",,白山
八ツ杉森林学習センター,越前市別印町19-1-1,35.887985,136.307999,レジャー施設,,四季を通じて森林の素晴らしさを知ってもらうために自然体験、環境学習のプログラムを用意した施設。木工体験や石窯でのピザ焼き体験、山野草の押し花体験などがある。バーベキューハウスやバンガローもあり、アウトドアを楽しむことができる。　駐車場：有　アクセス：JR武生駅から車で40分、武生ICから車で30分　定休日：火曜日、第3日曜日　電話番号：0778-42-3800　ホームページ：http://www.city.echizen.lg.jp/office/060/030/yatusugi.html,,岡本
愛山荘,越前市若竹町6-27,35.894664,136.167267,街並み・旧街道,,大正期に建てられた大規模な数寄屋風書院の邸宅。主屋の座敷からは日野山の眺望が楽しめ、庭園では四季折々の緑や花が楽しめる。　駐車場：有（20台）　アクセス：JR武生駅から車で5分　入館料：1000円（飲み物、ケーキ付き）　営業時間：10:00～16:00　定休日：年末年始　電話番号：0778-23-5011　ホームページ：http://aizanso.com/,,南
ロハス越前,越前市粟田部町9-1-9　越前市今立ふれあいプラザ内,35.919354,136.246454,温泉・宿泊施設,,農産物の収穫体験、農村体験やオーナー制、そば打ち、紙漉き体験など様々な体験企画メニューを用意している。県外客向けに田舎の住宅を民宿として紹介している。　電話番号：0778-43-0879　ホームページ：http://lohas-echizen.org/,,粟田部
うるしや,越前市京町1-4-26,35.903648,136.165011,グルメ,,110年の歴史ある「うるしや」から、新たな和食の世界をご家庭の食卓でお楽しみ頂けますようお届け致します。,,西
Bistro mistral,越前市京町1-6-22,35.904057,136.164615,グルメ,,ステーキ店、ホテル、フレンチで修行を積んだシェフが作る、美味しいお料理をお気軽にお楽しみください！自家製ケーキもご用意しております。,,西
京町ごはん,越前市京町5-7,35.903046,136.164034,グルメ,,越前市京町にあるのばんざいのテイクアウトのお店です。無農薬のお米や大豆、地元の野菜を中心とした和惣菜を基本に素朴なおやつもご用意しております。,,西
パスタカフェおはち,越前市京町1-5-7,35.903878,136.164832,グルメ,,築100年以上の古民家の趣を活かして改装し誰でもゆったりと時間を過ごせるカフェに生まれ変わりました。店主こだわりの美味しいお料理をぜひお楽しみ下さい。,,西
café CALM ＆ CALM works,越前市府中2-3-2,35.902285,136.161795,グルメ,,心を込めて作ったコーヒー・ケーキ・料理の提供に加え、店主が製作したレザークラフトなどの販売も行っています。,,西
O-edo+（オオエドプラス）,越前市宮谷町53-15,35.888402,136.222481,グルメ,,味真野地区に移転した寿司カフェ「O-edo+」。古民家と竹林に囲まれたガラス張りの新店舗は、おしゃれな雰囲気を漂わせている。セルフで軍艦を作るスタイルの「WASARA」や野菜のデリメニュー「デジプレート」が人気。平日11時から17時。土日祝11時から18時。定休日月曜日。駐車場あり。,,味真野
ホテルルートイン武生インター,越前市葛岡町６字15-5,35.902615,136.192602,温泉・宿泊施設,,,,北日野
スーパーホテル越前武生,越前市蓬莱町2－15,35.902772,136.166271,温泉・宿泊施設,,,,東
